barcode,foodcode,usdadescmain,hei_score
027000500101,74404010.0,"Spaghetti sauce, meatless",0.04
023545002506,11134.0,"Cassava, raw",0.07
043000217900,18142.0,"Cake, yellow, dry mix, pudding-type",0.06
078742019093,64100110.0,"Fruit juice blend, 100% juice",0.02
813905001191,31101010.0,"Egg, whole, raw",0.04
073731002056,52215100.0,"Tortilla, corn",0.02
036632026057,11432000.0,"Yogurt, fruit variety, lowfat milk",0.05
826504754009,15261.0,"Fish, tilapia, raw",0.03
078742373782,5091.0,"Chicken, broilers or fryers, thigh, meat and skin, raw",0.03
720579120052,20044.0,"Rice, white, long-grain, regular, raw, enriched",0.02
783961000028,11112110.0,"Milk, cow's, fluid, 2% fat",0.01
052000325850,92560100.0,Gatorade Thirst Quencher sports drink,0.02
072392341634,92510610.0,Fruit juice drink,0.02
052779002013,31101010.0,"Egg, whole, raw",0.07
024600017572,2047.0,"Salt, table",0.07
041460411586,20022.0,"Cornmeal, degermed, enriched, yellow",0.02
M-3089,75111200.0,"Eggplant, raw",0.11
804531115109,92301060.0,"Tea, NS as to type, presweetened with sugar",0.0
M-5004,63100100.0,"Fruit, NS as to type",0.07
016229902933,42404010.0,"Coconut water, canned or bottled",0.05
022652191448,42404010.0,"Coconut water, canned or bottled",0.01
044276064571,13210410.0,"Pudding, rice",0.08
884394000897,92510610.0,Fruit juice drink,0.02
072180633385,32202070.0,"Egg, cheese, and bacon on biscuit",0.11
041789001253,6583.0,"Soup, ramen noodle, any flavor, dry",0.29
613008715854,92301060.0,"Tea, NS as to type, presweetened with sugar",0.01
049022329331,13110110.0,"Ice cream, regular, chocolate",0.12
054358011263,53223000.0,"Cookie, gingersnaps",0.16
049022329249,13110100.0,"Ice cream, regular, flavors other than chocolate",0.12
049022570399,53109200.0,"Snack cake, not chocolate, with icing or filling",0.11
070360001702,11113000.0,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",0.02
049022329362,13110100.0,"Ice cream, regular, flavors other than chocolate",0.12
026200014623,21602100.0,Beef jerky,0.47
051933318809,2034.0,"Spices, poultry seasoning",0.2
021000658800,22998.0,"Rice and vermicelli mix, chicken flavor, unprepared",0.11
075725115100,63135110.0,"Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.1
037600554039,25221250.0,Pepperoni,0.3
051933321700,82101000.0,"Vegetable oil, NFS",0.03
051933319202,2030.0,"Spices, pepper, black",0.17
075725343756,26137180.0,"Salmon, canned",0.1
073890026030,25230210.0,"Ham, sliced, prepackaged or deli, luncheon meat",0.04
037600554015,25221520.0,"Salami, dry or hard",0.32
021000656431,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.1
043000955697,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",0.51
041820011975,11329.0,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",0.1
755046616325,26107130.0,"Catfish, coated, baked or broiled, made with oil",0.04
043301305818,71401020.0,"White potato, french fries, from frozen, oven baked",0.05
077975089729,54408010.0,"Pretzels, hard",0.43
058354210149,92900300.0,"Fruit-flavored thirst quencher beverage, dry concentrate, not reconstituted",1.02
058354210163,92307400.0,"Tea, powdered instant, sweetened, NS as to sweetener, dry",1.53
043695002645,58126130.0,"Turnover, meat- and cheese-filled, no gravy",0.1
034000531042,91721000.0,Licorice,0.14
045000000513,53109200.0,"Snack cake, not chocolate, with icing or filling",0.18
019582411104,74406010.0,Barbecue sauce,0.06
019582000117,74406010.0,Barbecue sauce,0.06
071899051015,13110100.0,"Ice cream, regular, flavors other than chocolate",0.12
030034033996,20036.0,"Rice, brown, long-grain, raw",0.12
020662000064,83106000.0,"Italian dressing, made with vinegar and oil",0.05
074806184400,93301200.0,Pina Colada,0.09
041548750781,11460000.0,"Yogurt, frozen, flavors other than chocolate, NS as to type of milk",0.03
013800174192,28143150.0,Chicken and vegetable entree with noodles (diet frozen meal),0.15
013800188052,58302000.0,Macaroni and cheese (diet frozen meal),0.1
013800047175,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.2
013800188038,28143150.0,Chicken and vegetable entree with noodles (diet frozen meal),0.16
041415307902,51150000.0,"Roll, white, soft",0.05
075900006155,71305010.0,"White potato, scalloped",0.09
075900006131,71405100.0,"White potato, hash brown, with cheese",0.09
051000013675,6030.0,"Soup, clam chowder, new england, canned, condensed",0.12
037600246095,27311410.0,"Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy",0.1
037600233521,27111410.0,Chili con carne with beans,0.08
048300042566,58100110.0,Burrito with beef and beans,0.21
021000034963,12350000.0,"Dip, sour cream base",0.11
043000005491,14262.0,"Citrus fruit juice drink, frozen concentrate",0.68
078742012377,75415022.0,"Onion rings, from frozen, batter-dipped, baked or fried",0.07
041000301254,83202020.0,"French or Catalina dressing, light",0.05
077975080047,54408010.0,"Pretzels, hard",0.06
012000809996,92411510.0,Cola with fruit or vanilla flavor,0.01
044000028008,54337000.0,"Cracker, 100% whole wheat",0.49
011110728739,2041.0,"Spices, tarragon, dried",4.07
041196891027,18376.0,"Bread crumbs, dry, grated, seasoned",0.06
037600293389,27111410.0,Chili con carne with beans,0.08
041548824536,13120100.0,"Ice cream bar or stick, chocolate covered",0.34
044000003821,54325000.0,"Crackers, saltine",0.25
071580001312,11511100.0,"Milk, chocolate, whole milk-based",0.02
037100042135,75224023.0,"Peas, green, cooked, from canned, fat not added in cooking",0.1
754807032077,14203010.0,"Cheese, cottage, dry curd",0.06
754807380567,82101000.0,"Vegetable oil, NFS",0.03
754807522462,74404010.0,"Spaghetti sauce, meatless",0.04
074471017454,92191100.0,"Coffee, dry instant powder, regular",0.08
754807518816,54403000.0,"Popcorn, popped in oil, unbuttered",0.26
041331024761,16069.0,"Lentils, raw",0.12
072728025122,75120000.0,"Peas, green, raw",0.12
754807366189,75216113.0,"Corn, yellow, cooked, from canned, fat not added in cooking",0.1
070625038443,11320000.0,"Milk, soy, ready-to-drink, not baby's",0.02
024842172114,58131510.0,"Ravioli, cheese-filled, no sauce",0.11
072945751781,51320010.0,"Roll, wheat or cracked wheat",0.15
081498880404,25221410.0,"Pork sausage, fresh, bulk, patty or link, cooked",0.1
014800210897,63101110.0,"Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.06
038000350047,53540400.0,Kellogg's Nutri-Grain Cereal Bar,0.1
025000046735,61210250.0,"Orange juice, with calcium added, canned, bottled or in a carton",0.03
025000055737,64104010.0,Apple juice,0.03
078742353180,14104020.0,"Cheese, Cheddar or American type, dry, grated",0.19
036632027177,11420000.0,"Yogurt, vanilla, lemon, or coffee flavor, NS as to type of milk",0.23
036632027306,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.26
631656702033,95230000.0,"Protein powder, whey based, NFS",0.07
692243512374,5100.0,"Chicken, broilers or fryers, wing, meat and skin, raw",0.07
692243700313,15261.0,"Fish, tilapia, raw",0.08
692243500517,75311012.0,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking",0.04
692243592314,72201100.0,"Broccoli, raw",0.05
692243500401,75109600.0,"Corn, raw",0.06
078742119090,12310100.0,Sour cream,0.06
033776013004,81103040.0,"Margarine-like spread, stick, salted",0.09
088232003174,93401010.0,"Wine, table, red",0.07
041415010659,14201010.0,"Cheese, cottage, creamed, large or small curd",0.08
048000014757,26137180.0,"Salmon, canned",0.1
088232003167,93401020.0,"Wine, table, white",0.07
041415192867,42114130.0,Pistachio nuts,0.28
894723002171,62101300.0,Apple chips,5.83
819529007311,91745020.0,Hard candy,0.13
682430400102,94100100.0,"Water, bottled, unsweetened",0.07
078858520391,52215260.0,"Tortilla, whole wheat",0.14
798304161946,74404020.0,"Spaghetti sauce with vegetables, homemade-style",0.04
051299111267,91750000.0,Taffy,0.61
837654924716,54403000.0,"Popcorn, popped in oil, unbuttered",0.61
075436102024,41435110.0,"High protein bar, candy-like, soy and milk base",0.75
051933115828,64104010.0,Apple juice,0.02
014200535453,91703020.0,"Caramel, flavor other than chocolate",0.24
051933386907,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.01
051933105508,20109.0,"Noodles, egg, dry, enriched",0.11
051933186309,54325000.0,"Crackers, saltine",0.06
037000181323,71201100.0,"White potato, chips, restructured",0.36
015000004279,67104040.0,"Applesauce with bananas, baby food, strained",0.07
039400018834,41102020.0,"Black, brown, or Bayo beans, dry, cooked, fat not added in cooking",0.11
070470003023,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
070470003016,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
070470003108,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
013600000929,91108000.0,"Sugar substitute, herbal extract sweetener, powder",0.12
009300001120,75503040.0,"Cucumber pickles, sweet",0.05
030900002668,14420210.0,"Cheese spread, cream cheese, light or lite",0.14
070200540613,12350000.0,"Dip, sour cream base",0.15
039400016335,41201020.0,"Baked beans, vegetarian",0.07
894700010052,11433000.0,"Yogurt, fruit variety, nonfat milk",0.13
016000426412,53710400.0,Fiber One Chewy Bar,0.31
016000431935,41435000.0,Fiber One Fulfill Bar,0.36
077958690140,71803010.0,Potato chowder,0.1
041000207792,92307400.0,"Tea, powdered instant, sweetened, NS as to sweetener, dry",0.61
041000008436,92302500.0,"Tea, leaf, decaffeinated, unsweetened",0.62
078742352046,20044.0,"Rice, white, long-grain, regular, raw, enriched",0.08
072180630742,58106300.0,"Pizza, cheese, with vegetables, prepared from frozen, thin crust",0.06
076808533279,900020124.0,"Spaghetti, dry, whole wheat",0.31
071330601496,51201010.0,"Bread, whole wheat, 100%",0.18
074807354772,83107000.0,"Mayonnaise, regular",0.21
028400039192,54401210.0,"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",0.14
015900061310,10123.0,"Pork, cured, bacon, unprepared",0.11
898994002281,42114130.0,Pistachio nuts,0.11
012000809972,92410560.0,"Soft drink, fruit flavored, caffeine containing, sugar-free",0.01
016000195028,50030000.0,"Biscuit mix, dry",0.01
027000389287,74403110.0,Tomato paste,0.03
049200047545,91101010.0,"Sugar, white, granulated or lump",0.0
043000029879,92191100.0,"Coffee, dry instant powder, regular",0.03
021000655489,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.01
044700020067,10123.0,"Pork, cured, bacon, unprepared",0.03
027000615652,82101000.0,"Vegetable oil, NFS",0.01
052100116563,2030.0,"Spices, pepper, black",0.08
025000051388,64100110.0,"Fruit juice blend, 100% juice",0.01
038616387673,25221250.0,Pepperoni,0.02
021000625857,14120010.0,"Cheese, Mexican blend",0.05
013000006552,75506010.0,Mustard,0.05
052100015156,2026.0,"Spices, onion powder",0.08
044500331509,25221880.0,"Turkey or chicken, pork, and beef sausage, reduced fat",0.02
072745829826,5100.0,"Chicken, broilers or fryers, wing, meat and skin, raw",0.03
785391703166,53104600.0,"Cheesecake, chocolate",0.15
073675251008,25220400.0,"Bologna, pork and beef",0.08
681131329941,53103600.0,"Cake, butter, with icing",0.13
078742352060,20044.0,"Rice, white, long-grain, regular, raw, enriched",0.02
043500030344,10123.0,"Pork, cured, bacon, unprepared",0.11
078742110684,75224023.0,"Peas, green, cooked, from canned, fat not added in cooking",0.1
078742430546,58132313.0,"Pasta with tomato sauce and meat or meatballs, canned",0.06
044500341713,25221880.0,"Turkey or chicken, pork, and beef sausage, reduced fat",0.08
078742371726,12220200.0,"Whipped topping, nondairy, frozen",0.11
071100883534,83112500.0,Creamy dressing,0.02
009300000383,75503010.0,"Cucumber pickles, dill",0.08
078742371825,6957.0,"Gravy, brown instant, dry",0.22
041000026041,32002.0,"Rice and vermicelli mix, rice pilaf flavor, unprepared",0.18
078000231403,92410560.0,"Soft drink, fruit flavored, caffeine containing, sugar-free",0.06
754177830525,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",0.06
754177500206,92900110.0,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted",2.0
034000006472,91802000.0,"Chewing gum, sugarless",1.05
034000196067,91705420.0,"Chocolate, white, with cereal",0.43
068274669316,94100100.0,"Water, bottled, unsweetened",0.01
070038310501,53209000.0,"Cookie, chocolate, chocolate sandwich or chocolate-coated or striped",0.02
037763102115,31101010.0,"Egg, whole, raw",0.03
029243000134,20099.0,"Macaroni, dry, enriched",0.04
070038585909,81103080.0,"Margarine-like spread, tub, salted",0.03
830108000103,92900200.0,"Fruit-flavored beverage, dry concentrate, low calorie, not reconstituted",0.38
070038336303,2047.0,"Salt, table",0.05
028000546137,28340140.0,"Chicken broth, bouillion, or consomme, dry, not reconstituted",0.4
070038337805,82101000.0,"Vegetable oil, NFS",0.03
044989201010,2031.0,"Spices, pepper, red or cayenne",0.28
686700004748,53201000.0,"Cookie, NFS",0.05
076397002286,11329.0,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",0.05
070870003036,51150000.0,"Roll, white, soft",0.06
029800418747,25221405.0,Pork sausage,0.04
078503000247,10123.0,"Pork, cured, bacon, unprepared",0.05
041130607387,27560300.0,Corn dog (frankfurter or hot dog with cornbread coating),0.03
041322107404,26319140.0,"Shrimp, coated, fried, made with oil",0.08
070100019011,25220480.0,"Bologna, chicken, beef, and pork",0.03
828236000010,26107160.0,"Catfish, steamed or poached",0.02
029000008564,81103040.0,"Margarine-like spread, stick, salted",0.09
045000114012,51101000.0,"Bread, white",0.05
072250912310,51160110.0,"Roll, sweet, cinnamon bun, frosted",0.09
095815221306,74404030.0,"Spaghetti sauce with meat, canned, no extra meat added",0.06
072940172284,74201003.0,"Tomatoes, cooked, from canned, NS as to method",0.05
074175505196,75102000.0,"Beans, lima, raw",0.12
071840050807,83101000.0,Blue or roquefort cheese dressing,0.13
074175163259,81101000.0,"Butter, stick, salted",0.08
077975088227,54408010.0,"Pretzels, hard",0.08
011110099587,51185000.0,Croutons,0.21
080432802878,93404000.0,Wine cooler,0.1
080432802656,93301040.0,Daiquiri,0.09
080432802533,93301040.0,Daiquiri,0.09
038000506659,57307600.0,"Mini-Swirlz Cinnamon Bun Cereal, Kellogg's",0.11
884912014276,57237300.0,"Honey Bunches of Oats with Almonds, Post",0.09
011110971913,10123.0,"Pork, cured, bacon, unprepared",0.08
5051379019464,21500000.0,"Ground beef, raw",0.04
011110044709,51301010.0,"Bread, wheat or cracked wheat",0.06
011110094971,54408010.0,"Pretzels, hard",0.06
027326000101,51121010.0,"Bread, garlic",0.07
070575040497,28140730.0,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable (frozen meal)",0.05
052100050201,2030.0,"Spices, pepper, black",0.68
031000180317,28110120.0,"Beef with potatoes (frozen meal, large meat portion)",0.14
031000109073,28160300.0,"Meat loaf dinner, NFS (frozen meal)",0.15
011110660060,8132.0,"Cereals, oats, instant, fortified, with raisins and spice, dry",0.23
019600046707,58106700.0,"Pizza with meat and vegetables, prepared from frozen, thin crust",0.18
019600045809,58106700.0,"Pizza with meat and vegetables, prepared from frozen, thin crust",0.2
019600050308,58106200.0,"Pizza, cheese, prepared from frozen, thin crust",0.22
019600045700,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.22
025000047923,61210250.0,"Orange juice, with calcium added, canned, bottled or in a carton",0.03
011110844675,74401010.0,Tomato catsup,0.04
050500000703,25230210.0,"Ham, sliced, prepackaged or deli, luncheon meat",0.07
041380858041,13130300.0,"Light ice cream, flavors other than chocolate (formerly ice milk)",0.01
748757000606,53241600.0,"Cookie, butter or sugar, with fruit and/or nuts",0.1
M-4648,75115000.0,"Mushrooms, raw",0.12
781421004340,51121010.0,"Bread, garlic",0.06
072730221109,11112110.0,"Milk, cow's, fluid, 2% fat",0.01
041498112523,5006.0,"Chicken, broilers or fryers, meat and skin, raw",0.08
041498146023,83210050.0,"Creamy dressing made with sour cream and/or buttermilk and oil, low calorie",0.06
041498156435,13120790.0,Ice cream sundae cone,0.06
041498120986,58403010.0,"Chicken or turkey noodle soup, canned or ready-to-serve",0.05
041498188498,53209000.0,"Cookie, chocolate, chocolate sandwich or chocolate-coated or striped",0.06
041498164287,75109600.0,"Corn, raw",0.12
083900003852,92301060.0,"Tea, NS as to type, presweetened with sugar",0.09
051150022022,27112010.0,Salisbury steak with gravy (mixture),0.04
070253107528,75415022.0,"Onion rings, from frozen, batter-dipped, baked or fried",0.06
